"Category","Brand Name","Brand Slug","Model Name","Model Slug","Variant Storage","Variant RAM","Base Buyout Price (INR)","Popular","Active","Image Link"
"MOBILE","Samsung","samsung","Samsung Galaxy S26 Ultra 5G","samsung-galaxy-s26-ultra-5g","256 GB","12 GB","85850","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s26-ultra-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy S26 Ultra 5G","samsung-galaxy-s26-ultra-5g","512 GB","12 GB","90900","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s26-ultra-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy S8 Plus","samsung-galaxy-s8-plus","128 GB","6 GB","6363","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s8-plus"
"MOBILE","Samsung","samsung","Samsung Galaxy S8 Plus","samsung-galaxy-s8-plus","64 GB","4 GB","6262","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s8-plus"
"MOBILE","Samsung","samsung","Samsung Galaxy S9","samsung-galaxy-s9","128 GB","4 GB","6969","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s9"
"MOBILE","Samsung","samsung","Samsung Galaxy S9","samsung-galaxy-s9","256 GB","4 GB","7272","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s9"
"MOBILE","Samsung","samsung","Samsung Galaxy S9","samsung-galaxy-s9","64 GB","4 GB","6666","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s9"
"MOBILE","Samsung","samsung","Samsung Galaxy S9 Plus","samsung-galaxy-s9-plus","128 GB","6 GB","7070","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s9-plus"
"MOBILE","Samsung","samsung","Samsung Galaxy S9 Plus","samsung-galaxy-s9-plus","256 GB","6 GB","7373","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s9-plus"
"MOBILE","Samsung","samsung","Samsung Galaxy S9 Plus","samsung-galaxy-s9-plus","64 GB","6 GB","6767","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-s9-plus"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip","samsung-galaxy-z-flip","256 GB","8 GB","19190","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip 6","samsung-galaxy-z-flip-6","256 GB","12 GB","37370","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip-6"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip 6","samsung-galaxy-z-flip-6","512 GB","12 GB","41410","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip-6"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip 8","samsung-galaxy-z-flip-8","256 GB","12 GB","63125","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip-8"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip 8","samsung-galaxy-z-flip-8","512 GB","12 GB","65650","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip-8"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip3 5G","samsung-galaxy-z-flip3-5g","128 GB","8 GB","21210","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip3-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip3 5G","samsung-galaxy-z-flip3-5g","256 GB","8 GB","22220","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip3-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip4","samsung-galaxy-z-flip4","128 GB","8 GB","22523","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip4"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip4","samsung-galaxy-z-flip4","256 GB","8 GB","22826","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip4"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip4","samsung-galaxy-z-flip4","512 GB","8 GB","23230","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip4"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip5","samsung-galaxy-z-flip5","256 GB","8 GB","27775","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip5"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip5","samsung-galaxy-z-flip5","512 GB","8 GB","29290","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip5"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip7 5G","samsung-galaxy-z-flip7-5g","256 GB","12 GB","57570","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip7-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip7 5G","samsung-galaxy-z-flip7-5g","512 GB","12 GB","58075","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip7-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip7 FE 5G","samsung-galaxy-z-flip7-fe-5g","128 GB","8 GB","51510","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip7-fe-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Flip7 FE 5G","samsung-galaxy-z-flip7-fe-5g","256 GB","8 GB","53530","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-flip7-fe-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold 6","samsung-galaxy-z-fold-6","1 TB","12 GB","71942","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold-6"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold 6","samsung-galaxy-z-fold-6","256 GB","12 GB","67296","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold-6"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold 6","samsung-galaxy-z-fold-6","512 GB","12 GB","68852","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold-6"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold2 5G","samsung-galaxy-z-fold2-5g","256 GB","12 GB","26260","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold2-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold3 5G","samsung-galaxy-z-fold3-5g","256 GB","12 GB","32320","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold3-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold3 5G","samsung-galaxy-z-fold3-5g","512 GB","12 GB","32825","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold3-5g"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold4","samsung-galaxy-z-fold4","1 TB","12 GB","42925","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold4"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold4","samsung-galaxy-z-fold4","256 GB","12 GB","38380","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold4"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold4","samsung-galaxy-z-fold4","512 GB","12 GB","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold4"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold5","samsung-galaxy-z-fold5","1 TB","12 GB","55550","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold5"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold5","samsung-galaxy-z-fold5","256 GB","12 GB","51510","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold5"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold5","samsung-galaxy-z-fold5","512 GB","12 GB","53530","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold5"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold6","samsung-galaxy-z-fold6","1 TB","12 GB","73730","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold6"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold6","samsung-galaxy-z-fold6","256 GB","12 GB","70700","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold6"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold6","samsung-galaxy-z-fold6","512 GB","12 GB","72720","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold6"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold7","samsung-galaxy-z-fold7","1 TB","16 GB","104030","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold7"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold7","samsung-galaxy-z-fold7","256 GB","12 GB","97970","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold7"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold7","samsung-galaxy-z-fold7","512 GB","12 GB","99990","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold7"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold8","samsung-galaxy-z-fold8","1 TB","16 GB","121200","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold8"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold8","samsung-galaxy-z-fold8","256 GB","12 GB","111100","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold8"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold8","samsung-galaxy-z-fold8","512 GB","12 GB","116150","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold8"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold8 Ultra","samsung-galaxy-z-fold8-ultra","1 TB","16 GB","142410","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold8-ultra"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold8 Ultra","samsung-galaxy-z-fold8-ultra","256 GB","12 GB","126250","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold8-ultra"
"MOBILE","Samsung","samsung","Samsung Galaxy Z Fold8 Ultra","samsung-galaxy-z-fold8-ultra","512 GB","12 GB","131300","NO","YES","https://www.cashall.in/api/v1/catalog/image/samsung-galaxy-z-fold8-ultra"
"MOBILE","Tecno","tecno","Tecno Camon 12 Air","tecno-camon-12-air","32 GB","3 GB","2030","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-12-air"
"MOBILE","Tecno","tecno","Tecno Camon 12 Air","tecno-camon-12-air","64 GB","4 GB","2161","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-12-air"
"MOBILE","Tecno","tecno","Tecno Camon 15","tecno-camon-15","64 GB","4 GB","2434","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-15"
"MOBILE","Tecno","tecno","Tecno Camon 15 Pro","tecno-camon-15-pro","128 GB","6 GB","3313","YES","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-15-pro"
"MOBILE","Tecno","tecno","Tecno Camon 16","tecno-camon-16","64 GB","4 GB","2697","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-16"
"MOBILE","Tecno","tecno","Tecno Camon 16 Premier","tecno-camon-16-premier","128 GB","8 GB","3888","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-16-premier"
"MOBILE","Tecno","tecno","Tecno Camon 17","tecno-camon-17","128 GB","6 GB","3394","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-17"
"MOBILE","Tecno","tecno","Tecno Camon 18","tecno-camon-18","128 GB","4 GB","3444","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-18"
"MOBILE","Tecno","tecno","Tecno Camon 19","tecno-camon-19","128 GB","6 GB","3686","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-19"
"MOBILE","Tecno","tecno","Tecno Camon 19 Neo","tecno-camon-19-neo","6 GB","","3555","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-19-neo"
"MOBILE","Tecno","tecno","Tecno Camon 19 Pro 5G","tecno-camon-19-pro-5g","128 GB","","8232","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-19-pro-5g"
"MOBILE","Tecno","tecno","Tecno Camon 19 Pro 5G","tecno-camon-19-pro-5g","256 GB","","8666","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-19-pro-5g"
"MOBILE","Tecno","tecno","Tecno Camon 20","tecno-camon-20","256 GB","8 GB","6918","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-20"
"MOBILE","Tecno","tecno","Tecno Camon 20 Premier 5G","tecno-camon-20-premier-5g","512 GB","8 GB","9090","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-20-premier-5g"
"MOBILE","Tecno","tecno","Tecno Camon 20 Premier 5G","tecno-camon-20-premier-5g","512 GB","16 GB","9898","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-20-premier-5g"
"MOBILE","Tecno","tecno","Tecno Camon 20 Pro 5G","tecno-camon-20-pro-5g","128 GB","8 GB","8807","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-20-pro-5g"
"MOBILE","Tecno","tecno","Tecno Camon 20 Pro 5G","tecno-camon-20-pro-5g","256 GB","8 GB","9595","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-20-pro-5g"
"MOBILE","Tecno","tecno","Tecno Camon 20s Pro 5G","tecno-camon-20s-pro-5g","128 GB","8 GB","8908","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-20s-pro-5g"
"MOBILE","Tecno","tecno","Tecno Camon 30 5G","tecno-camon-30-5g","256 GB","8 GB","12524","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-30-5g"
"MOBILE","Tecno","tecno","Tecno Camon 30 Premier 5G","tecno-camon-30-premier-5g","512 GB","12 GB","14645","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-camon-30-premier-5g"
"MOBILE","Tecno","tecno","Tecno Phantom V Flip 5G","tecno-phantom-v-flip-5g","256 GB","8 GB","13231","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-phantom-v-flip-5g"
"MOBILE","Tecno","tecno","Tecno Phantom V Flip2 5G","tecno-phantom-v-flip2-5g","256 GB","8 GB","15453","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-phantom-v-flip2-5g"
"MOBILE","Tecno","tecno","Tecno Phantom V Fold 5G","tecno-phantom-v-fold-5g","256 GB","","16827","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-phantom-v-fold-5g"
"MOBILE","Tecno","tecno","Tecno Phantom V Fold 5G","tecno-phantom-v-fold-5g","512 GB","","20705","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-phantom-v-fold-5g"
"MOBILE","Tecno","tecno","Tecno Phantom V Fold2 5G","tecno-phantom-v-fold2-5g","512 GB","12 GB","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-phantom-v-fold2-5g"
"MOBILE","Tecno","tecno","Tecno Phantom X","tecno-phantom-x","256 GB","8 GB","5282","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-phantom-x"
"MOBILE","Tecno","tecno","Tecno Phantom X2 5G","tecno-phantom-x2-5g","256 GB","8 GB","12625","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-phantom-x2-5g"
"MOBILE","Tecno","tecno","Tecno Phantom X2 Pro 5G","tecno-phantom-x2-pro-5g","256 GB","12 GB","14342","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-phantom-x2-pro-5g"
"MOBILE","Tecno","tecno","Tecno POP X","tecno-pop-x","64 GB","4 GB","5404","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pop-x"
"MOBILE","Tecno","tecno","Tecno POVA","tecno-pova","128 GB","6 GB","2788","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova"
"MOBILE","Tecno","tecno","Tecno POVA","tecno-pova","64 GB","4 GB","2656","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova"
"MOBILE","Tecno","tecno","Tecno POVA 2","tecno-pova-2","128 GB","6 GB","3101","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-2"
"MOBILE","Tecno","tecno","Tecno POVA 2","tecno-pova-2","64 GB","4 GB","2929","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-2"
"MOBILE","Tecno","tecno","Tecno Pova 3","tecno-pova-3","128 GB","6 GB","3515","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-3"
"MOBILE","Tecno","tecno","Tecno Pova 3","tecno-pova-3","64 GB","4 GB","3363","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-3"
"MOBILE","Tecno","tecno","Tecno Pova 4","tecno-pova-4","128 GB","8 GB","3818","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-4"
"MOBILE","Tecno","tecno","Tecno Pova 5 Pro","tecno-pova-5-pro","128 GB","8 GB","6565","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-5-pro"
"MOBILE","Tecno","tecno","Tecno Pova 5 Pro","tecno-pova-5-pro","256 GB","8 GB","7222","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-5-pro"
"MOBILE","Tecno","tecno","Tecno Pova 5G","tecno-pova-5g","128 GB","8 GB","4707","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-5g"
"MOBILE","Tecno","tecno","Tecno Pova 6 Neo 5G","tecno-pova-6-neo-5g","128 GB","6 GB","6585","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-6-neo-5g"
"MOBILE","Tecno","tecno","Tecno Pova 6 Neo 5G","tecno-pova-6-neo-5g","256 GB","8 GB","7373","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-6-neo-5g"
"MOBILE","Tecno","tecno","Tecno Pova 6 Pro 5G","tecno-pova-6-pro-5g","256 GB","8 GB","7777","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-6-pro-5g"
"MOBILE","Tecno","tecno","Tecno Pova 7 5G","tecno-pova-7-5g","128 GB","8 GB","7524","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-7-5g"
"MOBILE","Tecno","tecno","Tecno Pova 7 5G","tecno-pova-7-5g","256 GB","8 GB","8484","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-7-5g"
"MOBILE","Tecno","tecno","Tecno Pova 7 Pro 5G","tecno-pova-7-pro-5g","128 GB","8 GB","10100","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-7-pro-5g"
"MOBILE","Tecno","tecno","Tecno Pova 7 Pro 5G","tecno-pova-7-pro-5g","256 GB","8 GB","10605","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-7-pro-5g"
"MOBILE","Tecno","tecno","Tecno Pova Curve 2 5G","tecno-pova-curve-2-5g","128 GB","8 GB","16867","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-curve-2-5g"
"MOBILE","Tecno","tecno","Tecno Pova Curve 2 5G","tecno-pova-curve-2-5g","256 GB","8 GB","18382","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-curve-2-5g"
"MOBILE","Tecno","tecno","Tecno Pova Curve 5G","tecno-pova-curve-5g","128 GB","6 GB","8413","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-curve-5g"
"MOBILE","Tecno","tecno","Tecno Pova Curve 5G","tecno-pova-curve-5g","128 GB","8 GB","9918","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-curve-5g"
"MOBILE","Tecno","tecno","Tecno Pova Curve 5G","tecno-pova-curve-5g","256 GB","8 GB","11110","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-curve-5g"
"MOBILE","Tecno","tecno","Tecno Pova Neo","tecno-pova-neo","128 GB","6 GB","2980","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-neo"
"MOBILE","Tecno","tecno","Tecno Pova Slim 5G","tecno-pova-slim-5g","128 GB","8 GB","11817","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-pova-slim-5g"
"MOBILE","Tecno","tecno","Tecno Spark 10 5G","tecno-spark-10-5g","128 GB","8 GB","6262","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-10-5g"
"MOBILE","Tecno","tecno","Tecno Spark 10 5G","tecno-spark-10-5g","256 GB","8 GB","7424","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-10-5g"
"MOBILE","Tecno","tecno","Tecno Spark 10 5G","tecno-spark-10-5g","64 GB","4 GB","5737","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-10-5g"
"MOBILE","Tecno","tecno","Tecno Spark 20 Pro 5G","tecno-spark-20-pro-5g","128 GB","8 GB","7424","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-20-pro-5g"
"MOBILE","Tecno","tecno","Tecno Spark 20 Pro 5G","tecno-spark-20-pro-5g","256 GB","8 GB","7424","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-20-pro-5g"
"MOBILE","Tecno","tecno","Tecno Spark 30C 5G","tecno-spark-30c-5g","128 GB","4 GB","6050","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-30c-5g"
"MOBILE","Tecno","tecno","Tecno Spark 30C 5G","tecno-spark-30c-5g","64 GB","4 GB","6050","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-30c-5g"
"MOBILE","Tecno","tecno","Tecno Spark 4","tecno-spark-4","32 GB","3 GB","1808","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-4"
"MOBILE","Tecno","tecno","Tecno Spark 4","tecno-spark-4","64 GB","4 GB","1990","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-4"
"MOBILE","Tecno","tecno","Tecno Spark 5","tecno-spark-5","32 GB","2 GB","1949","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-5"
"MOBILE","Tecno","tecno","Tecno Spark 5 Pro","tecno-spark-5-pro","64 GB","4 GB","2414","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-5-pro"
"MOBILE","Tecno","tecno","Tecno Spark 6 Air","tecno-spark-6-air","32 GB","2 GB","1687","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-6-air"
"MOBILE","Tecno","tecno","Tecno Spark 6 Air","tecno-spark-6-air","32 GB","3 GB","1858","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-6-air"
"MOBILE","Tecno","tecno","Tecno Spark 6 Air","tecno-spark-6-air","64 GB","3 GB","2030","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-6-air"
"MOBILE","Tecno","tecno","Tecno Spark 7 Pro","tecno-spark-7-pro","64 GB","4 GB","2565","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-7-pro"
"MOBILE","Tecno","tecno","Tecno Spark 7 Pro","tecno-spark-7-pro","64 GB","6 GB","2969","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-7-pro"
"MOBILE","Tecno","tecno","Tecno Spark 7P","tecno-spark-7p","128 GB","4 GB","2747","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-7p"
"MOBILE","Tecno","tecno","Tecno Spark 8","tecno-spark-8","64 GB","2 GB","2222","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-8"
"MOBILE","Tecno","tecno","Tecno Spark 8 Pro","tecno-spark-8-pro","64 GB","4 GB","2929","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-8-pro"
"MOBILE","Tecno","tecno","Tecno Spark 8P","tecno-spark-8p","64 GB","4 GB","2848","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-8p"
"MOBILE","Tecno","tecno","Tecno Spark 8T","tecno-spark-8t","64 GB","4 GB","2757","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-8t"
"MOBILE","Tecno","tecno","Tecno Spark 9","tecno-spark-9","128 GB","6 GB","2929","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-9"
"MOBILE","Tecno","tecno","Tecno Spark 9","tecno-spark-9","64 GB","4 GB","2666","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-9"
"MOBILE","Tecno","tecno","Tecno Spark Go 2023","tecno-spark-go-2023","64 GB","4 GB","3838","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-go-2023"
"MOBILE","Tecno","tecno","Tecno Spark GO 3","tecno-spark-go-3","64 GB","4 GB","5939","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-go-3"
"MOBILE","Tecno","tecno","Tecno Spark Go 5G","tecno-spark-go-5g","128 GB","4 GB","5676","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-go-5g"
"MOBILE","Tecno","tecno","Tecno Spark Power 2","tecno-spark-power-2","64 GB","4 GB","2293","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-power-2"
"MOBILE","Tecno","tecno","Tecno Spark Power 2 Air","tecno-spark-power-2-air","32 GB","3 GB","2131","NO","YES","https://www.cashall.in/api/v1/catalog/image/tecno-spark-power-2-air"
"MOBILE","Vivo","vivo","Vivo NEX","vivo-nex","128 GB","8 GB","4515","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-nex"
"MOBILE","Vivo","vivo","Vivo S1","vivo-s1","128 GB","4 GB","4242","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-s1"
"MOBILE","Vivo","vivo","Vivo S1","vivo-s1","128 GB","6 GB","4353","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-s1"
"MOBILE","Vivo","vivo","Vivo S1","vivo-s1","64 GB","6 GB","4121","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-s1"
"MOBILE","Vivo","vivo","Vivo S1 Pro","vivo-s1-pro","128 GB","8 GB","4929","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-s1-pro"
"MOBILE","Vivo","vivo","Vivo T1","vivo-t1","128 GB","4 GB","5414","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-t1"
"MOBILE","Vivo","vivo","Vivo T1","vivo-t1","128 GB","6 GB","5818","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-t1"
"MOBILE","Vivo","vivo","Vivo T1","vivo-t1","128 GB","8 GB","6232","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-t1"
"MOBILE","Vivo","vivo","Vivo T1 5G","vivo-t1-5g","128 GB","4 GB","7090","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-t1-5g"
"MOBILE","Vivo","vivo","Vivo T1 5G","vivo-t1-5g","128 GB","6 GB","7726","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-t1-5g"
"MOBILE","Vivo","vivo","Vivo T1 5G","vivo-t1-5g","128 GB","8 GB","8050","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-t1-5g"
"MOBILE","Vivo","vivo","Vivo T1 Pro 5G","vivo-t1-pro-5g","128 GB","6 GB","8696","NO","YES","https://www.cashall.in/api/v1/catalog/image/vivo-t1-pro-5g"
